SMILES,nN.1,nBr,ATS3m,ATS5m,ATS4e,AATSm,AATS1m,AATS2m,AATS3m,AATSv,AATS1v,AATS3v,AATS3e,AATS6e,AATSp,AATS2p,AATS3i,AATS6i,AATS4s,AATS6s,ATSC8c,ATSCm,ATSC4m,ATSC7m,ATSC2v,ATSC5e,ATSC2p,ATSC4p,ATSC1i,ATSC2i,ATSC5i,ATSC6i,ATSC7i,ATSC8i,ATSC1s,ATSC4s,ATSC6s,AATSCc,AATSC4c,AATSC5c,AATSCm,AATSCv,AATSC6v,AATSCp,AATSC1p,AATSC2p,AATSC4p,AATSC1s,AATSC3s,AATSC4s,AATSC5s,AATSC6s,MATS4c,MATS2v,MATS4e,MATS6e,MATS2p,MATS1i,MATS2i,MATS6s,GATS8m,GATS2v,GATS2p,GATS7p,GATS4s,SM1_DzZ,BCUTw-1h,BCUTp-1h,bpol,SpMax1_Bhm,SpMax4_Bhm,SpMin1_Bhm,SpMin4_Bhm,SpMin1_Bhv,SpMax2_Bhi,SpMin1_Bhs,C1SP2,SCH-5,VCH-6,VP-7,Mse,Mpe,Mp,VR3_Dt,nHBint2,nHsOH,nsssN,SHBd,SHBint4,SHBint5,SaasC,minHssNH,minHCsats,minsCH3,minssCH2,maxsssCH,maxssssC,ETA_Epsilon_5,ETA_BetaP_ns_d,IC1,MIC1,MIC4,ZMIC3,ZMIC4,khs.sssN,khs.aasN,MDEC-13,RotBFrac,GGI3,JGI8,MWC4,AMW,WTPT-5,Flammability
CCCl,,,113.297184,,,193.7888827,9.8421586,46.8214383,12.588576,188.329355,28.4565559,62.44286764,7.481376,,1.56915866,1.157832554,182.582938,,,,,13.86294,,,-158.9374186,,-0.84639892,,-2.848643,-3.8662711,,,,,-0.418581985,,,0.515495,,,128.767868,57.5313433,,0.344272187,-0.45322213,-0.6753324,,-0.59797426,0.26643193,,,,,-0.23223431,,,-0.194768346,-0.41377281,-0.324842731,,,1.7644552,1.4542232,,,0.64758824,34.96937951,5.83542594,5.88635,3.71153274,0.8392371,1.61651198,0.8392371,1.578984436,2.458863786,1.4927144,,,,,0.998133649,0.944117647,0.662721931,4.352597322,,,,,,,,,0.19382716,2.19772332,1.41358247,,,0.92857,,1.548794941,22.54439,,8.966917187,,,,,,,,2.564949357,8.99723,,1
C(CN)N,2,,313.293393,4.64256,86.86314,57.4273767,53.24441,27.4374767,14.918733,131.86188,17.2135299,67.7681817,7.257577333,,0.962891937,0.9681646,182.538495,,2,,,388.48187,-15.9693367,,-262.759882,0.6354,-1.12313386,0.27291866,-1.36757274,-7.5452512,0.218551887,,,,-5.84277778,-2.916666667,,0.2331154,-0.953756,0.1398499,32.33733489,36.86617327,,0.14171954,-0.3414568,-0.62396133,0.22743222,-0.53934343,0.213293651,-0.24355556,0.34277778,,-0.4913241,-0.395953141,-0.194781,,-0.4433366,-0.12418329,-0.418154811,,,1.555772545,1.6984428,,1.14458671,0.285714286,14.92762,5.515552953,7.425656,3.29278433,1.26741333,1.697399,0.53983818,1.7342287,2.97232842,1.333333333,,,,,0.9898335,0.94522876,0.542631936,0.853777642,,,,1.38888889,,,,,0.38555556,,0.597222222,,,0.6,,1.918295834,12.26773845,7.97813453,15.428784,1.25814584,,,,0.333333333,,,3.295836866,5.572921,4.62132344,1
CCCCOCCO,,,1167.56817,684.515879,263.586944,63.26116473,63.19369462,35.5532574,25.94459593,154.95763,198.8497979,1.216458,7.485561867,7.28657667,1.1217667,1.3142189,17.4967122,167.954598,1.875,2.83333333,-0.2173635,756.9471251,18.1864764,32.4762875,-391.533369,-0.37549554,-1.559644427,-0.41677752,-5.41185917,-8.42741146,2.68262291,-4.16543624,-1.924544364,3.4291285,-3,1.5,-2.5,0.17558658,-0.1158581,-0.116697,34.466875,44.75332667,-6.3519917,0.19446186,-0.42333874,-0.4143274,-0.11557715,-0.142857143,0.111111111,0.41666667,-0.12932258,-0.14166667,-0.65983465,-0.23227129,-0.23358789,-0.32864742,-0.211121237,-0.237157552,-0.23491919,-0.81845238,0.919283788,1.36774946,1.32349262,0.798297125,0.479166667,0.5,15.99825889,6.49198162,17.22898,3.439913153,2.253278128,1.824624937,0.9286751,1.7832912,3.42569395,1.629828364,,,,0.32274861,0.994371979,0.94438527,0.5747931,2.79298567,,1,,0.73577948,,,,,0.255625,2.113398526,0.142573696,,,0.82593,,1.96576788,18.56964,2.66941422,15.643319,18.4792243,,,,0.714285714,0.125,,4.5185957,5.368153622,,1
CCOCCOC(=O)C,,,1317.642538,986.395972,24.88988,78.36578557,76.9448682,5.18593634,37.64692966,169.6799369,28.51886,122.2463493,8.187522286,7.68692435,1.142779374,0.956867422,172.365555,175.7954183,2.66358247,2.31159423,-0.1148477,813.967153,-242.5669,-256.1662173,-112.566817,0.69624624,-0.99779296,-2.31913875,-1.6871797,-6.3348243,-1.24958472,1.2698176,-6.338957466,-2.65526445,-1.84567912,-6.444444444,-2.614197531,0.21232,-0.3524961,0.288784,38.763449,44.97358566,15.7229619,0.19655849,-0.8483922,-0.2858369,-0.85892736,-0.92283951,-0.468871252,-0.238683128,0.25589731,-0.11366762,-0.17614218,-0.7151255,-0.45777874,-0.192558838,-0.14537585,-0.477325335,-0.16796977,-0.58586957,1.147127618,1.2842877,1.1431439,1.784956826,1.68181818,0.75,15.99691917,6.7473477,17.98484,3.494977643,2.245247144,1.796245,0.89689238,1.72712271,3.432534187,1.53271423,1,,,0.4149913,1.1519927,0.971428571,0.582478358,3.48134,,,,,,,,,0.36352218,1.38898526,0.364259259,,,0.95556,,2.11734428,22.8436429,25.7381432,18.2612882,18.2612882,,,0.816496581,0.625,0.25,,4.79579546,6.28945925,,1
C1CN1,1,,8.128512,,,61.22557638,67.919637,1.92924,1.1664,155.728374,21.431288,31.8374443,6.718464,,1.12635866,0.87536572,184.917652,,,,,257.9372659,,,-35.6323843,,-1.2486854,,-4.59394748,-2.1866433,,,,,-0.125,,,0.15122645,,,32.24215823,43.835311,,0.1826856,-0.282275,-0.14571,,-0.15625,0.9765625,,,,,-0.6671342,,,-0.571241416,-0.45655916,-0.144864918,,,1.458843269,1.3595891,,,0.142857143,14.85449,4.614932743,6.12635,3.538899381,0.8392371,1.372874417,0.8392371,1.2852295,2.141548494,1.119632981,,,,,0.985342316,0.938235294,0.58188368,0.533175996,,,,0.45,,,,0.45,0.325,,1.25,,,0.7,,1.75,12.13299965,0.88184693,11,2.375,,,,,,,3.89182298,5.38274895,2.5,1
C1=COC(=C1)C=O,,,859.715864,34.286112,71.446392,112.4837148,19.276185,9.663595,57.3143993,243.15464,278.2911435,157.518818,8.21523733,,1.5463542,1.516485115,162.4337831,,5,,,398.18388,9.62325,,-155.763765,-0.281937785,-0.84496778,-0.737751254,-3.15363342,-4.818964596,4.529386973,,,,-0.664141414,-3.832644628,,0.23971741,0.279592,-0.769444,36.18348982,45.57531484,,0.229826224,-0.41239526,-0.528149,-0.81972362,-0.6376492,0.38593519,-0.42584943,-2.158172635,,0.8675181,-0.2136299,-0.99464283,,-0.218778552,-0.211813,-0.22961372,,,1.31916835,1.123477739,,1.616326531,0.5,16.6246,6.53457881,7.246828,3.89585415,1.9514184,1.61465383,0.277656235,1.623996996,3.81433991,1.53342,2,0.144337567,0.2268461,,1.3972727,1.13547237,0.68753457,2.216774557,,,,,,,0.375,,,,,,,0.9195,,2.553471,27.28326643,3.1984827,15.72468918,15.72468918,,,,0.142857143,0.222222222,,4.934473933,8.729193579,,1
CCCCC(=O)C,,,913.529616,477.731566,236.96426,59.6781553,58.8253611,36.138373,23.42383631,164.76363,21.9529671,19.847858,7.383381538,7.428672,1.195366256,1.147866476,166.627685,172.2529352,2.35353535,2.6,,65.733644,17.7542748,163.669882,-214.459928,-0.66644,-1.426951984,-0.4478272,-2.56265463,-8.525997698,-0.45165591,-2.14572598,4.892886488,,-0.61819212,-2.43744229,-8.547322253,0.662145,0.127,0.726,31.887162,48.24718265,-13.62469,0.21385724,-0.25635169,-0.4324969,-0.1354796,-0.3434391,-0.323116,-0.73861888,-0.1284489,-0.569821484,0.1917545,-0.134697724,-0.194161,-0.31676197,-0.22195489,-0.1236847,-0.21844138,-0.3274678,,1.22699545,1.3175836,,0.88693631,0.25,15.99491614,6.8598926,14.76484,3.53191361,2.7692848,1.86793456,0.9397839,1.81797226,3.384679,1.726597177,,,,,0.981983363,0.931682147,0.5932434,2.25631873,,,,,,,,,0.244722222,1.634583333,0.76416667,,,0.8952,,1.878477513,18.8323798,21.5546785,15.83118111,14.41143742,,,1,0.5,0.25,,4.48863637,5.267832369,,1
CCCCCC=O,,,871.24524,477.731566,236.96426,59.6781553,58.8253611,31.35156585,2.74392914,164.76363,21.9529671,99.87543379,7.139265714,7.412964,1.195366256,1.1642684,167.9144941,174.3695526,2.15151515,2.933333333,,65.733644,17.7542748,-82.67697755,-429.829637,-0.66644,-1.887549767,-0.4478272,-2.56265463,-1.2413437,-0.45165591,-0.467565927,3.35294755,,1.6835186,-2.38541551,-1.9513854,0.7234243,-3.30E-01,8.85E-01,31.887162,48.24718265,0.737939911,0.21385724,-0.25635169,-0.57198478,-0.1354796,0.93528778,-0.2969384,-0.72273986,-0.137465374,-0.139234,-0.4185378,-0.269966862,-0.194161,-0.1266241,-0.2674613,-0.1236847,-0.26143622,-0.73218929,,1.374632921,1.42817768,0.2245724,0.8791362,0.25,16.59247,6.77348126,14.76484,3.483874519,2.53284259,1.874525775,0.86676298,1.8287126,3.386549842,1.747446814,1,,,,0.981983363,0.931682147,0.5932434,1.1566417,,,,,,,,,0.232454649,2.129764739,0.743888889,,,0.8952,,1.994841445,17.35578218,18.11972752,2.4952865,18.68766477,,,,0.666666667,0.125,,4.317488114,5.267832369,,1
CCCCCCO,,,899.523456,56.9998,278.7338,54.8464871,54.351865,29.799741,18.7472,152.316481,199.6951827,94.762895,7.132975,7.252551429,1.123865937,1.12484746,168.715929,174.355191,1.75,2.1947619,0.1447536,638.6281311,7.492556735,-37.3611337,-463.1743891,-0.3559918,-1.89392999,-0.26866224,-1.219488698,-1.2632141,-1.46627361,-1.57947636,3.819831947,1.3359611,-2.437641723,-0.884353741,0.34523895,0.1951298,2.46E-01,3.83E-01,3.4186339,45.999229,-0.95511,0.2253878,-0.1249564,-0.51186568,-0.534262,-0.12188286,-0.7794785,-0.22675737,-0.46485261,0.1643999,0.2245194,-0.272139973,-0.97159,-0.47939297,-0.252734636,-0.54589565,-0.24266119,0.145,,1.44266361,1.45719253,0.27937543,0.81376923,0.25,15.9979425,6.81652363,15.34898,3.4559393,2.7891342,1.88122434,0.9327151,1.824342388,3.384554633,1.72231282,,,,,0.978358131,0.925116713,0.574767665,1.1566417,,1,,0.68822948,,,,,0.2248163,2.16461791,0.361111111,,,0.74583,,1.72616645,14.4758675,15.5534768,17.8351516,2.96533857,,,,0.666666667,0.125,,4.317488114,4.862117384,,1
C1=CC(=CC=C1O)O,,,1413.273471,286.278561,155.2428,98.82979371,95.425286,87.7655781,56.5393884,225.7418165,269.2524387,169.941249,7.9796172,9.471168,1.477677531,1.66131155,157.6719746,185.1842767,3.3,6,,517.57517,-1.963897,47.24816,-24.563335,1.24958449,-1.34343378,-0.56348634,4.71211877,-8.79856888,4.35343261,2.3622723,0.998521119,,-11.315873,-12.42176871,-8.553287982,0.275297,-0.569298,0.2512195,36.96932155,48.5685153,-1.82615985,0.2321681,0.5578382,-0.6717169,-0.2817432,-0.87256236,-0.531247166,-0.62188435,2.598135551,-4.276643991,-0.26834247,-0.21594513,-0.1859854,-1.483738712,-0.2894999,0.25333345,-0.3478938,-1.571666667,,1.141913763,1.3831531,,1.24177833,0.5,15.99825889,6.778526425,6.559242,3.784556489,2.33729849,1.97212836,0.537333616,1.99222411,2.973978899,1.8792996,,,0.27777778,,1.232258,0.99136415,0.668295894,2.521212369,,2,,1.444166667,,12.48562315,0.338518519,,,,,,,0.77333,0.125,2.235926351,18.34864244,18.63659245,23.72228645,26.29148,,,,,0.25,,5.129898715,7.859769959,,1
CC(=O)OCC(COC(=O)C)OC(=O)C,,,2982.6865,3516.599248,393.332892,98.2213417,93.5819964,73.7538252,58.48393431,191.212731,23.322377,157.5752752,8.78229492,8.2152944,1.21323892,1.5721583,168.3799193,171.19818,3.699652778,4.48732943,0.13648889,126.567852,-415.183247,279.6674925,81.32696368,2.32123268,-1.233324437,-1.819378721,-14.4769237,-8.976141158,-11.5782776,13.2452518,-0.17791328,-13.81242738,-5.43195938,-31.43932488,-8.565117,0.262637,-0.599485,0.466887,41.657881,44.27568653,7.877699362,0.2986866,-0.77483265,-0.25694259,-0.3793723,-0.193998547,-1.32737577,-0.654985935,0.299369529,-0.15264931,-0.22895925,0.38267317,-0.127137279,-0.16112324,-0.12784488,-0.42664439,-0.1591883,-0.45425,1.67486758,0.9411451,1.13719332,0.955476228,1.6757854,1.5,15.99992823,8.11525684,23.926898,3.696342,3.6933991,1.734998788,1.482463281,1.7865612,3.4799118,1.61768529,3,,,0.11345773,1.41339127,1.5949966,0.62459261,23.4191218,,,,,,,,,0.839861111,1.216799887,-0.12282474,,,1.667,,2.295135515,24.67166956,3.57341366,34.67298766,3.24741316,,,3.458154451,0.571428571,0.625,,5.61677198,7.519966833,,1
CC(=CCCC(=CCOC(=O)C)C)C,,,2395.9489,1962.351314,553.71986,66.57137453,68.52348294,47.95938847,37.4367156,18.4899783,225.3966622,154.8226281,7.4823625,7.25198359,1.28369179,1.241896648,156.496868,163.3935594,2.937959,2.192982456,0.63741895,113.198378,-29.98468,-14.9831,17.9312221,-0.1949528,0.232332527,-1.669874639,-5.86223339,1.23274163,14.45858819,5.31526873,-31.5259477,8.664669297,-2.74394464,3.25497885,6.99538639,0.8815878,0.399,-0.348,33.24112877,5.3419123,6.743119344,0.22522797,-0.29322948,0.45733,-0.21686684,-0.6286438,-0.264836541,0.41629843,-0.384341,0.12272677,0.4522357,0.36964896,0.2582234,0.33994393,0.1778585,-0.14265839,0.1699756,0.1226192,0.57319469,1.17772992,1.57456271,1.6279726,0.643466397,0.5,15.9959267,8.7314892,24.73814,3.63851974,2.841529674,1.91823589,1.4226395,1.876481193,3.612482629,1.83737363,1,,,0.11232332,0.986461591,0.939792388,0.61659528,2.87979115,,,,,,,,,0.38691624,1.42297285,0.398797714,,,0.8952,,2.49267252,22.1242824,27.72426135,21.49452447,2.5311124,,,3.5439769,0.461538462,0.625,0.9876543,5.459585514,5.769972,,1
CC(C)CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCC(C)C,,,6516.24445,644.384,136.477512,68.5578999,72.52824152,51.25645831,39.4923961,185.1744,234.753645,142.929942,7.31978386,7.43237629,1.39116763,1.334378287,16.23317,161.264572,2.428333,2.35952381,-0.1619952,2213.65611,157.63649,-278.2439125,-34.3115129,2.442618711,-1.61832478,2.19885272,-7.2183919,-8.177132117,12.98549699,-4.17394546,-11.9372941,3.218361,-0.73957239,9.76543299,-19.254469,0.931382,-0.1448568,0.2168741,33.53947896,5.851555,-1.29349578,0.22795378,-0.16576435,-0.13264957,0.12493481,-0.11197837,0.794367,0.5548541,0.27815831,-0.13752865,-0.155528868,-0.5494637,-0.2241587,-0.85437859,-0.58191449,-0.83963688,-0.52896355,-0.113227591,1.1768245,1.151837755,1.186193949,1.44486454,1.199477482,1,15.99793883,9.668147386,47.289866,3.8787883,3.381423345,1.95894378,1.734434113,1.963646711,3.72815348,1.835469232,2,,0.27777778,0.536716228,0.98775778,0.942127154,0.622628688,16.531255,,,,,,,0.573126282,,0.257844884,2.213753,0.3858153,0.7431414,,0.8952,,2.51448919,23.2829912,26.147922,41.2942526,48.46446437,,,3.32562257,0.571428571,1.625,0.91672,6.391917113,5.91328826,,1
CC(CCC=C(C)C)CC=O,,,1853.841245,1276.818194,53.175696,59.2339183,61.1673793,39.1992814,28.96626945,172.795425,22.71454,135.642857,7.19651938,7.1689748,1.259835734,1.277728612,158.288881,165.937444,1.831851852,2.111111111,0.6488,896.416179,169.1785269,-418.4471186,-128.5378874,-0.24872953,-0.5871583,-0.89263374,-2.34874932,-2.659153642,6.478357,5.619796753,-19.75553371,7.6265943,0.46721744,5.121746598,1.544193421,0.5496982,0.58,-0.375,3.9189717,5.3798714,5.6281348,0.224755848,-0.1521765,-0.9974541,-0.119178,0.16685777,-0.12126773,0.68289955,-0.15953899,0.3676651,0.155783,-0.526939,0.6128447,-0.15176413,-0.4437945,-0.67856453,-0.42177985,0.29614,0.3957544,1.164227286,1.176943112,1.51194255,0.569316953,0.25,16.59258,8.3889492,2.635726,3.65991794,2.68689256,1.9373792,1.33619197,1.883826124,3.59572354,1.86574272,1,,,0.8193271,0.976592913,0.926842461,0.69214826,4.4132936,,,,,,,,,0.282569444,2.11577538,0.7496227,0.54453737,,0.7697,,2.444187892,21.871454,24.7994599,18.5113885,18.5113885,,,2.683281573,0.5,0.5,,5.153291594,5.31526386,,1
CC(COC(=O)C=C)O,,,1583.474615,168.54221,239.774628,86.5786153,81.7112922,63.735421,46.57278279,184.26998,223.312717,13.6242462,8.1288276,7.773188,1.21627581,1.134362214,167.5757872,167.7813855,3.233333333,3.933333333,0.3911969,752.2177664,-15.338697,-83.5139852,-145.56162,0.662998427,-1.227823962,2.11464953,-4.6148316,-7.54666952,-6.868988,-2.59842273,-2.71749218,4.3249182,-9.583333333,-22.33333333,-14.66666667,0.25669754,-0.8548941,0.999964,39.594876,46.6963643,-11.6329624,0.26358773,-0.4336333,-0.42338757,0.748832,-0.5324747,-0.189542484,-0.744444444,0.962962963,-0.733333333,-0.33335557,-0.1895178,-0.32533172,-0.223987789,-0.2517619,-0.2162889,-0.219447913,-0.25377699,,1.1765118,1.258459559,0.99674698,1.296266398,0.75,15.9987214,6.45151934,13.867,3.561271899,2.32516446,1.737136538,0.774614747,1.75911158,3.46285779,1.644589988,2,,,,1.22693296,0.982868937,0.61762685,3.325212929,,1,,0.668582766,,6.86299239,,,0.43379819,1.5386459,0.32592593,,,0.89,,3.181366329,28.39447,28.61446193,18.13392993,16.71418624,,,1.59541458,0.5,0.25,,4.934473933,6.84542746,,1
CC(C)OC1=CC=CC=C1OC(=O)NC,1,,3459.121362,3266.911545,42.98866,85.54154477,87.83424517,71.76992,59.642348,2.58953,241.236764,167.6993125,7.994394759,7.692698467,1.349556852,1.32262852,161.9998,161.914438,3.23584957,2.825,-0.43643297,116.797342,-25.7924836,-221.47453,145.6464346,0.52783684,-0.7665514,1.564693899,-9.39741862,7.63825137,-13.21629559,-16.3286421,-14.6413718,14.4997177,-4.55555556,-13.24743827,-17.1,0.16796978,-0.4268734,0.472371,36.89324474,48.68913377,-14.54776239,0.22445531,-0.39168816,-0.141331,0.29522526,-0.135185185,-0.72143465,-0.249951666,0.141659738,-0.285,-0.2541374,0.598278,-0.25312627,-0.26553427,-0.6411154,-0.231264321,0.112782737,-0.197438474,1.2317866,0.922292173,1.2588785,1.67465769,1.4413992,0.892857143,15.9969245,8.776117647,21.84815,3.824789714,2.76975797,1.91977323,1.249629723,1.9368923,3.53721,1.82756293,,,0.27777778,0.14334284,1.146375,0.972679739,0.636285329,8.49948111,2,,,0.584832766,,3.28219936,0.987638889,0.584832766,0.4259569,1.5818451,,0.411467,,0.84375,0.6667,3.132914564,28.1714945,31.8539148,23.3429818,23.14918837,,,3.678713737,0.333333333,0.75,,5.831882477,6.97173111,2.697799769,1
CC(C)CCO,,,769.312871,134.18496,275.794488,54.97118744,54.39782,32.3654442,19.7259715,15.3877899,196.5243247,13.6844953,7.191497128,6.718464,1.1683663,1.1273512,164.8358635,184.917652,1.8834188,1,,557.7912351,188.5874278,,-166.685924,-0.462342519,-0.593319447,-0.3838841,-1.32649563,-3.8159357,5.87293311,2.522495592,,,-3.575445816,7.93621399,1.286823,0.12511296,0.1257846,-0.2843,3.9884195,45.31251636,21.85883516,0.198678853,-0.1563778,-0.19139337,-0.98274,-0.2132342,-0.1927118,0.181887728,-0.491132667,0.21433475,0.1536849,-0.11866223,0.8841963,0.17598183,-0.9633336,-0.7152361,-0.8836128,0.16242237,,1.27865214,1.29519174,,0.574494243,0.25,15.99794223,7.1387929,13.118484,3.462418327,2.4933935,1.8692483,0.837367765,1.816145112,3.191117386,1.729725471,,,,,0.98982439,0.92788671,0.57642582,1.836335195,,1,,0.696388889,,,,,0.24,2.93472222,0.33118519,0.648148148,,0.75238,,1.94471679,16.942918,15.212342,15.29189723,13.9192223,,,2,0.4,0.25,,4.29459441,4.89382356,,1
CC(C)C,,,227.7216,,181.398528,41.944829,42.6486485,24.46758313,8.418,143.27537,185.993653,86.85232572,6.984576,,1.11449218,1.72114494,163.729158,,1,,,345.928829,266.8393668,,-41.3499338,,-0.18485344,2.218241281,-2.789241168,-1.412682,,,,,-1.437641723,1.53612245,,0.1422297,0.536,,24.7734878,45.944379,,0.25392711,-0.39498598,-0.772227,0.8215784,-0.11587825,-0.124816,0.56689342,,,0.37677599,-0.375,0.4,,-0.375,-0.19237692,-0.375,,,1.1375,1.1375,,,-8.88E-01,12.113668,6.39451595,1.9327,3.367677256,1.5942244,1.844888628,0.45884732,1.77646156,2.83898285,1.723618466,,,,,0.959941733,0.9196784,0.57912318,5.965649139,,,,,,,,,0.2,2.166666667,,0.833333333,,0.7,,1.94914318,9.32761794,0.412982891,12.5322637,3.687987398,,,3,,,,3.61917913,4.148446451,,1
CC(C)COC(=O)C,,,123.965249,816.15476,292.218312,69.4856748,68.35965826,47.68912671,31.6832963,167.3443949,29.426795,122.19746,7.71963211,7.73346857,1.167758143,1.85944393,164.354976,166.8251995,2.175213675,3.285714286,,715.56216,92.556,414.72,14.6579436,0.12896,-0.3714452,2.52792136,-6.548761719,-2.425366892,-5.9766563,-9.26882119,8.86956266,,-1.9725,-7.264166667,-22.3275,0.13155848,-0.161635,0.319779,35.752818,46.5632326,-31.2381873,0.24855947,-0.56429138,-0.1924854,0.64818495,-0.13815789,-0.345774854,-0.18626684,0.16595238,-1.63214286,-0.122427318,0.9258697,-0.164774492,-0.37681453,-0.53329443,-0.299496539,-0.61984735,-0.565455965,,1.26726295,1.11753992,,0.942295381,0.5,15.99591765,7.13156855,15.992484,3.5226365,2.333552793,1.8316525,1.157459134,1.795518836,3.417434266,1.7956743,1,,,,0.999417334,0.9525492,0.58759299,2.67252594,,,,,,,,,0.37222222,1.41927778,0.5373737,0.443425926,,0.89167,,2.795594,21.71746765,22.5998713,19.26198137,18.2786367,,,3,0.428571429,0.25,,4.779123493,5.84186481,,1
CC(C)COC(=O)C=C,,,155.31563,98.564517,323.48236,73.4655319,72.1548814,52.22851144,38.757897,179.543857,22.13626,13.372994,7.5839,7.65896333,1.244955374,1.174568466,162.1871415,165.5679441,2.555555556,3.361111111,0.158292,751.71177,17.817829,-93.31243929,-49.76469775,-0.9219236,-0.52586346,4.87139466,-6.115137727,-3.4423836,-7.913428448,-1.735118373,-7.297886338,7.2543322,-3.18877551,-17.2389524,-21.37414966,0.13712135,-0.3214191,0.3349878,35.79529414,48.51636829,-15.23473374,0.216612967,-0.49979331,-0.1546656,0.97312844,-0.159438776,0.1681459,-0.4143839,-0.65986395,-0.89589569,-0.23444881,-0.3168531,-0.3398238,-0.32511467,-0.7141821,-0.251743,-0.73521454,-0.47538834,,1.5285226,1.124596641,1.229149921,1.42393921,0.5,15.99591818,7.23125826,15.992484,3.567349892,2.333552793,1.8322623,1.1815285,1.79896261,3.499971139,1.7885885,2,,,,0.9994458,0.9548859,0.67228857,3.325212929,,,,,,,,,0.31926877,1.9825853,0.4773737,0.39712963,,0.8737,,2.712116827,24.4951117,24.7156941,19.67418953,18.37151,,,2.575122657,0.5,0.25,,4.934473933,6.9922522,,1
CC(C)CN,1,,58.715562,12.192768,232.668288,49.2682731,49.2154896,29.43663733,17.59744127,142.4564356,186.5415322,95.9773197,7.17855758,,1.78521372,1.1134217,166.6719838,,1.666666667,,,45.971544,-15.75218384,,-12.922788,0.6954187,-0.39787926,0.71775719,0.1675749,-1.438396699,3.32833974,,,,-3.86467,-3.6344414,,0.9577898,-0.1549554,0.275135,28.1317215,43.39831519,,0.18611969,-0.1395489,-0.14733627,0.21538658,-0.257364,0.42222354,-0.11134549,0.1329217,,-0.161784348,-0.8712773,-0.17372591,,-0.79162142,0.9362333,-0.46539342,,,1.26188792,1.28573984,,1.427472697,0.142857143,14.99827,6.92953338,11.365277,3.42529536,1.64916574,1.843342882,0.77583621,1.79829816,3.79471694,1.688422155,,,,,0.97164568,0.91764759,0.56567771,1.257877729,,,,0.456944444,,,,,0.23125,2.97222222,0.85555556,0.6623737,,0.64286,,1.966917187,14.84927372,9.543384862,14.18383437,11.18383437,,,2,0.25,,,4.7333185,4.56871834,2.329115249,1
CC(=C)C,,,193.71348,,141.87744,48.76541633,48.14991518,29.828417,12.1788,161.8947969,198.9494215,114.7366164,7.117632,,1.22641937,1.13263267,153.1225477,,1,,,322.842697,282.4873543,,75.4247115,,0.335474762,2.348323331,-2.429738973,1.82234229,,,,,-1.89197539,3.175925926,,0.258262,0.1159219,,26.9355756,5.283141,,0.223649841,-0.466367,0.18637487,0.111824921,-0.171997755,-0.383487654,0.151234568,,,0.448853728,0.83333333,0.5,,0.83333333,-0.181818182,0.83333333,,,0.916666667,0.916666667,,,-3.55E-01,12.113668,6.4387976,8.745656,3.41777993,0.445466638,1.8147179,0.8392371,1.741956594,2.83898285,1.72642959,1,,,,0.962612285,0.98496732,0.599518164,5.965649139,,,,,,,,,,1.972222222,,,,0.7,,1.959147917,13.2779684,0.93811835,1.824642,3.861654167,,,3,,,,3.61917913,4.671883355,,1
CC(C)C=O,,,577.6665,,157.63968,64.747669,6.15188,36.58336229,24.4444375,166.867953,27.5977615,14.644781,7.342293,,1.18128249,1.144948977,163.754236,,2.714285714,,,441.1976548,24.3576683,,-47.35327963,,-0.23571675,1.87919735,-2.625121323,-1.329558994,,,,,0.2311177,-15.2169625,,0.9881849,-0.113275,,33.93828114,47.39319532,,0.29263435,-0.392523,-0.11193889,0.89485573,0.1917598,-0.1643655,-0.715318869,,,-0.111646577,-0.47578942,-0.29783366,,-0.53491855,-0.187495776,-0.54263983,,,1.986748,1.13852131,,1.94159132,0.25,16.592415,6.53352649,9.73656,3.468586219,1.18586181,1.8852384,0.36911612,1.768826854,2.89337178,1.671378579,1,,,,0.99923861,0.94238317,0.59342883,1.257877729,,,,,,,,,0.3592778,1.854166667,,0.237374,,0.85333,,2.3494914,17.14147939,5.35868638,12.62882835,5.65856715,,,2,0.25,,,4.7333185,5.54288576,,1
CC(C)CCCCCCCO,,,1753.96516,1293.36914,59.79156,52.1538239,55.2865369,32.32555839,2.8719662,155.6182476,26.433256,18.67729,7.825819,7.849687,1.1612846,1.228948,164.5639816,168.224493,1.51686579,1.64766819,-0.7847361,961.7462182,134.143924,4.573961344,-53.2716221,-0.834424,-2.14882125,0.73217273,-0.988449825,-11.26938718,-0.83666721,-0.8826946,-0.92855172,-0.97449397,-2.66799918,0.66628453,-0.773798592,0.7462186,7.53E-01,2.60E-01,29.1438248,47.48242188,-0.2158236,0.2165843,-0.674216,-0.3596428,0.8716342,-0.83149997,-0.2426517,0.7931953,-0.8162432,-0.13575414,0.185263,-0.1837782,0.185393,-0.7411635,-0.16664583,-0.26732633,-0.159884939,-0.1773763,0.921523953,1.39373931,1.39719489,0.96745444,0.69711358,0.25,15.99794356,7.626134548,24.5554,3.535935159,2.697144539,1.93739663,1.38523399,1.88244614,3.599795979,1.842388,,,,0.23489774,0.972632369,0.9197384,0.583767846,4.649445617,,1,,0.64232269,,,,,0.21,2.27155532,0.365258488,0.854483156,,0.7356,,1.71868379,14.99331145,17.433877,22.13997782,28.2597789,,,2,0.7,0.25,0.164695,5.3437921,4.792941373,,1
