SMILES,nN.1,nBr,ATS3m,ATS5m,ATS4e,AATSm,AATS1m,AATS2m,AATS3m,AATSv,AATS1v,AATS3v,AATS3e,AATS6e,AATSp,AATS2p,AATS3i,AATS6i,AATS4s,AATS6s,ATSC8c,ATSCm,ATSC4m,ATSC7m,ATSC2v,ATSC5e,ATSC2p,ATSC4p,ATSC1i,ATSC2i,ATSC5i,ATSC6i,ATSC7i,ATSC8i,ATSC1s,ATSC4s,ATSC6s,AATSCc,AATSC4c,AATSC5c,AATSCm,AATSCv,AATSC6v,AATSCp,AATSC1p,AATSC2p,AATSC4p,AATSC1s,AATSC3s,AATSC4s,AATSC5s,AATSC6s,MATS4c,MATS2v,MATS4e,MATS6e,MATS2p,MATS1i,MATS2i,MATS6s,GATS8m,GATS2v,GATS2p,GATS7p,GATS4s,SM1_DzZ,BCUTw-1h,BCUTp-1h,bpol,SpMax1_Bhm,SpMax4_Bhm,SpMin1_Bhm,SpMin4_Bhm,SpMin1_Bhv,SpMax2_Bhi,SpMin1_Bhs,C1SP2,SCH-5,VCH-6,VP-7,Mse,Mpe,Mp,VR3_Dt,nHBint2,nHsOH,nsssN,SHBd,SHBint4,SHBint5,SaasC,minHssNH,minHCsats,minsCH3,minssCH2,maxsssCH,maxssssC,ETA_Epsilon_5,ETA_BetaP_ns_d,IC1,MIC1,MIC4,ZMIC3,ZMIC4,khs.sssN,khs.aasN,MDEC-13,RotBFrac,GGI3,JGI8,MWC4,AMW,WTPT-5,Flammability
C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],3,,2942.562,396.988176,366.99136,166.58642,154.8651361,129.2218644,89.1533218,25.171447,231.2645678,171.1773696,8.958273697,11.838819,1.4326,0.9896892,172.841489,191.3299154,5.78418834,12.85714286,0.4916893,751.7929778,-31.529991,221.875627,-115.1463481,-2.4578512,-0.21799769,-0.69989416,7.822854737,-6.453773357,3.42378667,3.85748717,1.39728626,0.195641232,-0.47569444,-96.82284722,-15.711875,0.1684311,-0.497979,0.219822,37.58964889,24.53433432,-2.231936245,0.11995717,-0.2391591,-0.726659,-0.17946,-0.2145123,0.74288892,-2.48263718,-3.46445139,-5.3389881,-0.295616923,-0.156442459,-0.46934441,-0.286836569,-0.65467298,0.45199983,-0.23616693,-0.812182977,,1.277947245,1.443363358,0.12667726,1.277187442,2.678571429,16.447571,7.2736346,11.2235,3.638397489,3.5947861,1.69493593,0.8148911,1.78296268,3.462849115,1.449611,,,,0.398285,1.159249818,1.151568627,0.564729491,23.4191218,,,,,,,,,1.56111111,,-0.845416667,,,1.24,,2.69468571,32.5321618,41.25252933,4.26991366,34.65147376,,,,0.571428571,0.625,,5.61677198,11.3512894,8.954287692,1
C1=CC=CC=C1,,,584.17383,3.48192,83.16576,72.64925,78.185645,56.15943233,27.817814,227.33231,269.1267591,134.9472652,7.63996,,1.616756452,1.67199627,158.445693,,1.5,,,363.19827,-2.60E-01,,-337.691122,0.17787,-1.59636427,4.44E-01,2.40E-01,-8.236933,4.1184516,,,,,,,0.381469,-9.40E-19,0.381469,3.2665225,56.28185336,,0.2516671,-5.55E-01,-0.8386869,3.70E-01,,-0.35714286,,0.25,,-2.46E-01,-0.333333333,-1.15E-01,,-0.333333333,1.46E-01,-0.333333333,,,1.222222222,1.222222222,,0.916666667,-3.55E-01,12.15544,6.39342942,6.559242,3.724194531,0.94142851,1.9428786,0.31513972,1.98358493,2.83878588,1.87121455,,,0.373737,,0.971959213,0.931372549,0.699638623,9.12183551,,,,,,,,,,,,,,0.7,,1,6.53912516,6.53912516,21,21,,,,,,,4.57471979,6.53912516,,1
CC1(C2CCC1(C(=O)C2)C)C,,,362.568843,23.18868,752.326164,63.51356426,7.456526,6.14226591,44.47615856,183.2925817,242.7571887,172.131763,7.358644296,,1.3222261,1.53991198,152.1897643,,2.161858974,,,856.49265,-1517.396513,,763.7112312,-0.66495556,3.196715768,-12.1258344,2.16945825,17.991956,6.77736162,,,,-1.426173,-11.49382716,,0.53147,-0.142,-9.64E-01,31.72192617,51.7147175,,0.231624994,0.1424256,0.5682733,-0.116594562,-0.571649,-0.21376315,-0.11517569,-0.65843621,,-0.2839497,0.25983744,-0.1276279,,0.242127293,0.6713648,0.233846548,,,0.89378519,0.935822344,,1.19717558,0.25,15.99491714,1.55976768,18.449312,3.92228513,2.815824815,1.869717756,1.31193498,1.8441361,3.257245596,1.7779338,,0.13194349,0.674841,0.275253594,0.97913245,0.93159414,0.624765757,7.58611289,,,,,,,,,0.265625,2.15592593,0.85694444,0.68555556,0.28182874,0.7697,,2.134336113,21.39831786,24.9214259,18.99448751,18.99448751,,,2.449489743,,1.99355556,,6.1722888,5.63478338,,1
C1C(O1)CCl,,,1113.434692,,44.888256,195.543184,115.918161,59.7963575,85.64882246,214.6331163,248.8171797,128.538452,8.117993846,,1.598536852,1.24678319,17.8832437,,1.115226337,,,194.511136,-16.92471,,-262.2398841,,-0.9777386,-0.1787683,-3.714822566,-3.137449,,,,,-0.126851852,0.758929279,,0.2493223,-0.12789,,19.4511136,53.91537246,,0.31576221,-0.46646624,-0.56735818,-0.17979472,-0.12685185,-0.1385817,0.126488213,,,-0.6236257,-0.33994798,-0.9225691,,-0.17967944,-0.33822562,-0.171446532,,,1.15274217,1.4919697,,0.34244257,0.89758824,34.96937961,6.53799962,7.8235,3.8227453,1.12188493,1.49855745,0.8392371,1.488238277,2.873893328,1.373187274,,,,,1.31573197,0.9919678,0.67821497,1.542478897,,,,,,,,,0.34938272,,1.51311728,0.76961591,,0.9948,,2.1696447,29.392657,26.1732556,16.474269,14.4886924,,,,0.2,0.222222222,,4.672828834,9.2289246,,1
CC(=O)O,,,124.99632,,2.155392,1.566625,83.5765,69.1772523,15.62454,175.5187919,27.8856265,86.14384,9.176976,,1.8332452,0.91989995,181.176566,,1,,,353.748162,126.691568,,-42.3469954,,-0.76746521,0.242997457,-1.72572184,-4.81769138,,,,,-9.284722222,7.52833333,,0.37366333,0.735972,,44.2185225,4.72487636,,0.175177152,-0.3847937,-0.76746521,0.8999152,-1.326388889,-5.49722222,2.56944444,,,0.196943918,-0.13216273,0.472778989,,-0.4381852,-0.23915497,-0.467351928,,,1.41416455,1.381737554,,,0.5,15.99825726,4.3578892,5.33828,3.377248559,0.8392371,1.565784681,0.8392371,1.58821776,2.584115,1.25755488,1,,,,1.5462499,1.18627451,0.56969853,5.965649139,1,1,,0.929166667,,,,,,1.83333333,,,,0.92667,,2.4563962,21.9891168,0.912725717,1.21691719,1.966917187,,,1,,,,3.61917913,7.52641171,,1
CC(=O)C,,,169.4448,,6.466176,69.4856748,61.48163989,4.4887347,14.1174,167.3443949,24.242556,98.3751235,8.2944,,1.167758143,0.987768219,169.1534122,,1,,,357.52818,27.36,,27.67671762,,-0.4787574,0.8994883,-2.68529217,-3.6131963,,,,,-1.773333333,6.76,,0.11167723,0.955,,35.752818,46.5632326,,0.24855947,-0.5274558,-0.31917136,0.98899431,-0.1973737,-2.282222222,0.751111111,,,0.85481738,0.39625999,0.24249649,,-0.15582829,-0.259251836,-0.2933312,,,0.91466712,1.1498423,,,0.25,15.99491539,5.15539282,7.517242,3.41743789,0.8392371,1.7478179,0.8392371,1.68692182,2.83898285,1.47815572,,,,,0.999417334,0.9525492,0.58759299,5.965649139,,,,,,,,,,1.527777778,,,,0.89167,,1.5795594,15.31797619,0.445639424,1.8832464,2.65376139,,,2,,,,3.61917913,5.84186481,,1
CC#N,1,,42.357168,,,81.29541383,69.7646924,29.658219,14.11956,197.266535,217.7474264,86.9661749,8.278848,,1.35366452,0.9321235,197.641134,,,,,26.881148,,,-5.3937243,,-0.215892254,,-2.94212665,-4.714399888,,,,,1.8125,,,0.1456272,,,34.4816914,47.27171693,,0.2142646,-0.71187147,-0.3841751,,0.3625,-4.6875,,,,,-0.1644137,,,-0.15311672,-0.372287657,-0.426381424,,,0.881671555,0.988241372,,,0.142857143,14.4995375,4.1173161,3.939621,3.318928,0.8392371,1.5659782,0.8392371,1.553122586,2.5772952,1.3729995,,,,,0.99915279,0.963398693,0.642752395,4.352597322,,,,,,,,,,1.43555556,,,,0.83333,,1.79248125,16.8766665,,4.515789584,,,,,,,,2.564949357,6.837758183,2.2716781,1
C1=CC=C(C=C1)N,1,,971.7117,44.429616,143.13482,76.34951593,8.18545393,64.2771429,38.8428468,214.4286996,257.8376588,152.68657,7.32965584,6.718464,1.53977881,1.6292643,159.454733,184.917652,2.83333333,1,,449.3924629,-6.9818997,,-27.996822,0.7739,-1.5233578,-0.5396851,6.1235362,-8.31268166,4.37353147,1.74935229,,,-3.396825397,-0.891156463,0.76643999,0.112252,-0.695,0.51,32.9946164,52.58914396,51.714522,0.2323175,0.3752955,-0.5111228,-0.2698425,-0.24263385,-0.87256236,-0.44557823,0.3934611,0.383219955,-0.61949419,-0.18752799,-0.7113658,0.49158123,-0.21577785,0.28572514,-0.2585286,0.599991,,1.1566257,1.2112915,,1.89772727,0.142857143,14.99937,7.339644432,6.992449,3.76692982,1.958682854,1.93996393,0.7449954,1.92471681,3.61577545,1.855785546,,,0.327515,,0.983612527,0.9459839,0.675258811,2.32119966,,,,0.54694444,,,0.821759259,,,,,,,0.65556,0.7143,2.5977711,14.3766273,19.22959358,17.8252257,19.341597,,,,,0.1875,,4.89349128,6.64698923,2.49696528,1
COC1=CC=CC=C1,,,1299.358967,265.376329,163.46324,79.621585,84.17388,62.6677492,49.97534488,214.354943,254.283341,173.191663,7.542913692,6.8781312,1.48265452,1.45982631,155.4342584,172.199613,2.348484848,1.4,,543.54135,-262.9447669,99.21337669,13.3734264,-0.2298375,0.34846128,-1.784336,-3.13814896,2.2626277,0.387976862,0.88332451,3.131686999,,-0.14497222,-2.697265625,0.9966843,0.164878,-0.11615,-0.515,33.9488344,52.7963451,8.8852285,0.24132829,-0.315552,0.13938448,-0.77654561,-0.9676,-0.2713583,-0.12262983,-0.1469734,0.996684,-0.95426177,0.113293,-0.138826524,0.153231689,0.57757271,-0.143918724,0.67144929,0.212969443,,0.91288826,0.9327782,,1.245626312,0.25,15.99491639,7.3895988,1.661656,3.766842139,2.445171661,1.929136121,0.967287576,1.914982218,3.18876919,1.86148589,,,0.327515,0.2618914,0.992625637,0.953186275,0.667153593,3.4172272,,,,,,,0.99722222,,,1.6623737,,,,0.79583,0.625,2.251614472,17.2763625,25.8889467,17.46691719,16.85845859,,,0.5,0.125,0.1875,,5.43425117,6.75359468,,1
C1=CC=C(C=C1)CO,,,1317.565463,293.81925,192.827548,79.621585,81.435925,61.47756596,43.91884877,214.354943,259.53236,162.22819,7.32695867,7.243776,1.48265452,1.58563596,155.182554,179.662954,2.75641256,2,,543.54135,-19.7142916,33.7112556,-196.439851,-0.999395,-0.454937118,-1.3938559,2.48941763,-1.82324267,2.3831353,3.894497655,1.43895666,,-4.279513889,-1.379123264,-1.264973958,0.15436166,-0.789,-0.274,33.9488344,52.7963451,22.2569314,0.24132829,0.24268927,-0.18197485,-0.53476175,-0.267469618,0.112897859,-0.534322,-0.9461856,-0.21828993,-0.5114123,-0.148828485,-0.625388,-0.146364757,-0.75456,0.111698615,-0.5419458,-0.1472974,,1.1187352,1.7792785,,1.173877294,0.25,15.99794276,7.736131265,8.745656,3.77543498,2.324862878,1.96671375,0.82465212,1.93541537,3.187481169,1.874947658,,,0.327515,0.228621,0.992625637,0.953186275,0.667153593,3.4172272,,1,,0.69283333,,,0.965277778,,,,0.139722222,,,0.7474,,2.423794941,17.44988984,25.26242246,17.1845859,16.5,,,,0.125,0.1875,,5.43425117,6.75359468,,1
C1=CC=C(C=C1)Br,,1,2638.467851,82.57536,87.988686,64.695218,157.1539258,161.455274,125.6413262,283.3273829,35.49298,187.1237842,7.38275857,,2.35491371,2.11421356,154.225519,,1.49382716,,,52.969254,-137.42983,,-198.8289923,-0.392363,-0.5586465,-0.94661261,-2.66E-01,-6.24674,2.857937467,,,,-0.36522634,0.29663,,0.3892287,-1.78E-01,0.552,433.414145,63.6752328,,0.486232685,-3.70E-01,-0.363589,-0.78884383,-0.343553,-0.3126313,0.242,0.21785141,,-0.458,-0.17365957,-0.19561946,,-0.6294214,-1.76E-01,-0.274927193,,,0.929486989,0.7265153,,0.9624547,0.828571429,78.91851799,9.361596846,6.75635,6.879643617,2.42715412,1.9773199,0.31513972,1.897513535,2.853421484,1.884353494,,,0.327515,,0.9998689,0.9562915,0.818561128,2.32119966,,,,,,,1.555555556,,,,,,,0.7952,0.7143,1.6522422,34.712349,34.41485196,3.6674198,3.3982612,,,,,0.1875,,4.89349128,12.99645519,,1
CCCCO,,,56.9998,68.616576,152.3358,56.21234167,53.57479543,27.54167324,16.86699993,148.863886,191.9945275,84.49932466,7.172949333,6.718464,1.82995537,1.4975895,171.3471382,184.917652,2.1947619,1,,476.938497,1.488171,,-321.9485115,-0.223464853,-1.32297936,-0.31257427,-1.477481838,-7.38127154,3.2273747,1.16138989,,,-3,0.25,0.75,0.14764258,0.539,-0.1849239,31.79358998,44.34383928,21.25328832,0.193126563,-0.2572733,-0.52916317,-0.14884486,-0.214285714,-0.33333333,0.1194762,-0.416666667,0.25,0.36519765,-0.2941139,-0.34958249,0.181365257,-0.273998131,-0.98562217,-0.262925948,0.16343478,,1.41158446,1.43822674,,1,0.25,15.99794197,5.99111473,1.9327,3.37346743,1.4613364,1.817379449,0.599915497,1.763125472,3.13221332,1.6342312,,,,,0.98465647,0.93176476,0.564867465,7.254329927,,1,,0.736388889,,,,,0.24,2.5185556,0.34375,,,0.76111,,1.87162261,15.77621224,15.11875186,13.83934112,11.22434889,,,,0.5,0.125,,3.7612116,4.93821996,,1
CC(C)CO,,,616.43616,6.96384,218.86848,56.21234167,53.57479543,32.3843136,2.547872,148.863886,191.9945275,98.29441858,7.257444,,1.82995537,1.915921,164.843588,,2.66666667,,,476.938497,23.813618,,-96.821983,0.758497,-0.316483651,1.514976868,-1.477481838,-1.571214465,2.322779618,,,,-3.989382716,-8.52962963,,0.14733581,-0.1781319,0.489755,31.79358998,44.34383928,,0.193126563,-0.2572733,-0.12659346,0.5499229,-0.28495598,0.7824691,-0.28432988,0.27271649,,-0.1291937,-0.87336685,-0.17963591,,-0.65549481,-0.98562217,-0.58696446,,,1.221972382,1.24366861,,1.524112685,0.25,15.99794197,6.6197529,1.9327,3.416114232,1.52468948,1.827242846,0.4546179,1.777948972,2.93147916,1.671967161,,,,,0.98465647,0.93176476,0.564867465,1.257877729,,1,,0.713888889,,,,,0.2625,1.972222222,0.35555556,0.439814815,,0.76111,,1.87162261,15.77621224,1.26557251,14.32892941,11.2341694,,,2,0.25,,,4.7333185,4.93821996,,1
CC(C)(C)O,,,399.391776,,241.86474,56.21234167,53.57479543,45.57999144,13.313592,148.863886,191.9945275,14.919726,7.8236928,,1.82995537,1.186717,162.741664,,1,,,476.938497,557.166414,,177.3491,,-0.4522434,2.75299198,-1.477481838,-1.6629245,,,,,-6.415,1.89,,0.1398328,0.1859215,,31.79358998,44.34383928,,0.193126563,-0.2572733,-0.18897,0.76471975,-0.458214286,-0.975,0.325,,,0.132962235,0.159936446,0.181365257,,-0.9362241,-0.98562217,-0.62121667,,,0.991184127,1.191227176,,,0.25,15.99794197,6.86312569,1.9327,3.45827996,2.7291587,1.814533,0.57443776,1.77899329,2.83898285,1.66187496,,,,,0.98465647,0.93176476,0.564867465,7.69246,,1,,0.616666667,,,,,0.311111111,1.74355556,,,,0.76111,,1.68794395,13.5723224,0.781369,14.68268971,4.2473582,,,,,,,4.394449155,4.93821996,,1
CCOCCOCCO,,,1391.61214,956.87872,242.838236,71.63972283,71.23324745,4.72425259,33.13357652,157.628941,198.812663,18.546874,7.9191695,7.812616741,1.8269246,0.942787268,172.664148,174.8131295,1.962121212,2.7873737,0.379742,864.977519,-58.247794,-76.66548268,-39.3382769,-0.392978828,-1.2777724,-1.88195872,-9.724767258,-7.392581519,-1.846815433,8.22854868,-4.9565116,-2.9417261,-3.877126654,1.85822362,2.856616,0.23574886,-0.1527154,-0.2267242,37.6771786,43.54548922,4.752349332,0.18689855,-0.69915539,-0.32761724,-0.572952,-0.1762333,0.6655,0.563979,-0.86832156,0.74389134,-0.64778831,-0.182148618,0.4315399,0.24962544,-0.175291948,-0.41888786,-0.179284812,0.5375936,0.7976699,1.17199375,1.183665113,1.39739771,0.42418328,0.75,15.9987214,6.48796648,19.136898,3.431678616,2.377689629,1.71855848,0.91482581,1.732778885,3.429258859,1.46452386,,,,0.42638939,1.8993318,0.961977835,0.566547826,13.57866,,1,,0.74314432,,,,,0.351234568,1.93655532,0.8949722,,,0.89,,1.84285573,16.81722557,21.8685358,2.435815,21.7626483,,,,0.75,0.125,,4.672828834,5.8318679,,1
CCOCCO,,,73.113395,37.221141,131.4154,68.697737,66.739953,36.334515,27.4123685,152.3554128,191.3243658,95.7114777,7.812616741,7.43994,1.5558566,0.91611863,174.8131295,182.3347162,2,2.333333333,,591.5296958,-78.29169622,64.16146917,-244.7145586,-0.9457313,-1.77546437,-0.86394894,-5.851675569,-6.17347572,-3.1955654,2.739114759,1.1646845,,-4.15625,0.65625,-5.3125,0.2357199,-0.278941,0.2,36.976598,42.77199663,6.64875875,0.182226492,-0.63134574,-0.4144494,-0.47949716,-0.26778333,0.7118556,0.36458333,-0.4111842,-0.44278333,-0.11493775,-0.2252818,0.165784,-0.155958179,-0.22743177,-0.37953288,-0.2398454,-0.26479758,,1.235453,1.23195917,,0.47577882,0.5,15.9982588,5.51839134,12.8487,3.3667629,1.751525893,1.71127397,0.7667677,1.699435644,3.27967999,1.44188711,,,,,1.6281865,0.957843137,0.559578219,1.76668713,,1,,0.771111111,,,,,0.338888889,1.898472222,0.132777778,,,0.86191,,1.919736718,17.15381877,2.3378324,15.35845859,15.87198735,,,,0.6,0.125,,4.77537444,5.629254973,,1
C1=CC=C(C=C1)Cl,,,148.974599,37.765728,9.18766,177.286288,112.6591763,12.1241948,7.52259995,266.77599,298.65334,176.9793281,7.512896381,,1.97573871,1.95278172,156.9522436,,1.58744856,,,171.629785,-197.78567,,-222.964123,-0.6493963,-0.84614643,-0.381632571,4.00E-01,-7.479483743,3.76581451,,,,-0.11454466,-0.711,,0.4654931,-2.84E-01,-4.49E-01,89.324826,56.93375725,,0.31612,-2.78E-01,-0.47813,-0.3182714,-0.954539,-0.27648497,-5.93E-01,0.193298151,,-0.611,-0.217566698,-0.19995689,,-0.15666117,2.61E-01,-0.32614386,,,1.9983391,0.898322976,,0.91817721,0.64758824,34.96937969,8.24598467,5.88635,3.946645235,2.17687331,1.912315237,0.31513972,1.982942,2.863213355,1.879571397,,,0.327515,,0.998755766,0.96274598,0.775147954,2.32119966,,,,,,,1.48533956,,,,,,,0.79796,0.7143,1.6522422,2.87735236,21.285883,25.2899765,25.276237,,,,,0.1875,,4.89349128,9.333998153,,1
C1CCC1,,,113.113728,,53.747712,48.76541633,56.15943233,22.1481391,4.71372,161.8947969,217.6633782,58.968358,6.85152,,1.22641937,1.144225481,174.3192839,,1,,,322.842697,17.614232,,-5.283141,,-2.236498411,0.894599364,4.31E-01,-12.14869486,,,,,-2.36E-01,0.222222222,,0.1393785,0.697,,26.9355756,5.283141,,0.223649841,-9.25E-01,-0.1165919,0.111824921,-1.97E-01,5.20E-01,0.27777778,,,0.5,-0.454545455,0.5,,-0.454545455,2.95E-01,-0.454545455,,,1.5,1.5,,,-8.88E-01,12.1439,5.56554388,8.745656,3.573186822,1.56465515,1.972542445,0.489263751,1.914964133,2.521841838,1.88142967,,,,,0.962612285,0.98496732,0.599518164,0.831776617,,,,,,,,,0.2,,1.5,,,0.7,,0.918295834,6.73287657,6.73287657,15.79951,15.79951,,,,,,,4.17438727,4.671883355,,1
C1CCCCCC1,,,1377.29713,28.449792,387.41688,48.76541633,56.15943233,32.28475617,21.86185878,161.8947969,217.6633782,111.8664828,6.987211111,,1.22641937,1.281281691,164.328356,,1.25,,,564.974787,-376.649858,,-525.297298,0.73783111,-2.348323331,-3.13197775,2.26E-01,-12.75612961,17.817281,,,,-4.20E-01,-0.777777778,,0.1393785,-0.348,0.697,26.9355756,5.283141,,0.223649841,3.60E-01,-0.5591246,-0.5591246,-1.92E-01,-5.95E-18,-0.13888889,0.27777778,,-0.25,-0.25,-0.25,,-0.25,8.88E-01,-0.25,,,1.428571429,1.428571429,,1.71428571,3.55E-01,12.1145,7.166454,15.34898,3.573186822,1.753131121,1.84961226,1.114249919,1.77843787,3.233982116,1.661122191,,,,,0.962612285,0.98496732,0.599518164,3.615682924,,,,,,,,,0.2,,1.5,,,0.7,,0.918295834,6.73287657,6.73287657,27.6491252,27.6491252,,,,,,,4.727387819,4.671883355,,1
C1CCCCC1,,,747.74811,12.192768,246.65472,48.76541633,56.15943233,32.28475617,14.66172571,161.8947969,217.6633782,93.5341519,6.954663765,,1.22641937,1.281281691,166.5362326,,1.166666667,,,484.26436,-6.15E-01,,-45.2548269,0.31621333,-2.1284857,-4.00E-01,6.44E-01,-1.93382538,7.289216918,,,,-3.47E-01,1.80E-01,,0.1393785,-9.40E-02,0.697,26.9355756,5.283141,,0.223649841,1.63E-01,-0.5591246,-1.11E-01,-1.93E-01,-0.6535948,5.10E-18,0.27777778,,-6.48E-01,-0.25,-7.10E-01,,-0.25,2.94E-01,-0.25,,,1.416666667,1.416666667,,0.78333333,,12.1824,6.65383244,13.118484,3.573186822,1.456797487,1.972542445,0.6662641,1.914964133,3.7248534,1.88142967,,,0.125,,0.962612285,0.98496732,0.599518164,9.12183551,,,,,,,,,0.2,,1.5,,,0.7,,0.918295834,6.73287657,6.73287657,23.699251,23.699251,,,,,,,4.57471979,4.671883355,,1
C1CCC(CC1)O,,,1193.535765,58.585968,31.6998,59.6781553,63.5291479,41.886227,22.1251417,164.76363,22.418282,13.8981788,7.268238889,6.718464,1.195366256,1.2913944,166.477531,184.917652,1.81349263,1,,65.733644,-47.91358956,,-47.6899167,-0.52373186,-1.962821579,-0.225969395,1.73843745,-1.9189255,7.5475191,1.873818,,,-2.565789474,-3.41658972,0.33995754,0.1167415,-0.194,-1.14E-01,31.887162,48.24718265,27.23764581,0.21385724,0.14797955,-0.5349232,-0.538224,-0.13541551,-0.6992674,-0.81347374,-0.84668586,0.169975377,-0.16636552,-0.22837964,-0.67253146,0.19536881,-0.2485988,0.77358665,-0.24956381,0.139615725,,1.414375913,1.4779214,,1.1415279,0.25,15.9979425,7.29388671,13.118484,3.6847962,1.952549393,1.95849374,0.675732743,1.915299191,3.115367857,1.777724794,,,0.126273,,0.981983363,0.931682147,0.5932434,2.32119966,,1,,0.562777778,,,,,0.24,,1.41666667,0.3587963,,0.74583,,1.63464972,13.2646451,17.12155,19.58755983,2.72868,,,,,0.1875,,4.89349128,5.267832369,,1
C1CCCC1,,,262.4634,,134.36928,48.76541633,56.15943233,32.28475617,6.561576,161.8947969,217.6633782,72.91184,6.91848,,1.22641937,1.281281691,169.2999,,1,,,43.5533633,269.355756,,-375.2123557,,-1.67737388,2.236498411,5.37E-01,-9.111521147,,,,,-2.91E-01,0.555555556,,0.1393785,0.697,,26.9355756,5.283141,,0.223649841,-8.88E-01,-0.5591246,0.111824921,-1.94E-01,-0.13888889,0.27777778,,,0.5,-0.25,0.5,,-0.25,2.95E-01,-0.25,,,1.4,1.4,,,1.78E-01,12.16119,6.29161186,1.9327,3.573186822,1.19616,1.72417179,0.757863935,1.6559767,2.841861735,1.528942797,,0.176776695,,,0.962612285,0.98496732,0.599518164,1.47811739,,,,,,,,,0.2,,1.5,,,0.7,,0.918295834,6.73287657,6.73287657,19.7493751,19.7493751,,,,,,,4.394449155,4.671883355,,1
CCCCCCCCCC,,,1462.132399,168.618941,5.63676,45.7818181,5.47525887,27.141213,18.511727,153.719161,24.382557,1.1112722,6.95757531,6.94198741,1.17722622,1.1884174,166.548558,167.6586617,1.361111111,1.361111111,4.11E-01,832.3288119,-11.34993834,-12.7686864,-678.8998562,-0.231616,-3.34998234,-0.94352277,-2.5839745,-16.48615858,-0.533878192,-0.55523332,-0.576588448,-0.597943575,-0.6615625,0.3125,0.234375,0.1428422,-3.91E-01,1.14E-01,26.127537,48.36721773,-0.423416721,0.216223967,-0.15344927,-0.558334,-0.131448,-0.21295363,0.434,0.434,0.434,0.434,-2.74E-01,-0.233939394,-0.6666,-0.875429,-0.233939394,-0.7967742,-0.233939394,0.483918,0.876767677,1.427878788,1.427878788,0.91818182,0.823671498,,12.1115511,7.47268787,24.5554,3.51285123,2.71643849,1.932483317,1.45372919,1.87249897,3.58354529,1.86934966,,,,0.239276695,0.961443918,0.95637255,0.587316,3.89933871,,,,,,,,,0.2,2.269883866,1.36882716,,,0.7,,1.12164762,9.374548863,12.84418217,31.58458593,33.4547782,,,,0.777777778,0.125,0.12345679,4.812184355,4.44287971,,1
CC(Cl)Cl,,,217.449792,,,35.7496872,149.1817676,185.935512,24.16188,247.4138373,258.65261,93.819985,8.244288,,2.17631452,1.72742786,179.1989356,,,,,1582.1734,,,28.92851953,,0.5766657,,-2.54699577,-3.263237756,,,,,-0.51261247,,,0.9456175,,,197.7513417,63.959888,,0.428283714,-0.19993347,0.485548,,-0.7323344,0.5728293,,,,,0.37696211,,,0.1122377,-0.397517669,-0.29713947,,,0.84215815,0.77682171,,,1.294117647,34.971549,7.7871922,5.212828,4.3136265,0.8669512,1.5557974,0.8392371,1.555972257,2.478284744,1.5424443,,,,,1.38328478,0.991176471,0.775985928,5.965649139,,,,,,,,,0.187654321,2.31271331,,1.16493827,,1.4285,,1.75,26.98833886,,18.96691719,,,,1,,,,3.61917913,12.24612569,,1
C(CCl)Cl,,,143.71156,,,35.7496872,149.1817676,87.8123167,155.9667951,247.4138373,258.65261,125.4389325,8.3392111,,2.17631452,1.53658651,179.2431495,,,,,1582.1734,,,-255.839552,,-1.713134855,,-2.54699577,-3.661162797,,,,,-0.83278559,,,0.986351,,,197.7513417,63.959888,,0.428283714,-0.19993347,-0.142761238,,-0.11896937,0.9253173,,,,,-0.333333333,,,-0.333333333,-0.397517669,-0.333333333,,,1.166666667,1.166666667,,,1.294117647,34.971549,6.81751817,5.212828,3.86563,1.167491221,1.5186662,0.8392371,1.5536886,2.4895332,1.456253933,,,,,1.38328478,0.991176471,0.775985928,0.853777642,,,,,,,,,0.19183676,,1.55572723,,,1.4285,,1.5,23.98833886,,19,,,,,0.333333333,,,3.295836866,12.24612569,,1
C(Cl)Cl,,,,,,531.942498,218.948519,233.442167,,298.7252615,288.3662621,,,,2.636585162,1.835241311,,,,,,1217.182183,,,-132.15379,,-1.1332524,,-2.618536287,0.782988587,,,,,-0.6851753,,,0.15531868,,,243.4364366,63.8477259,,0.467689211,-0.973126,-0.188383754,,-0.17125438,,,,,,-0.344613479,,,-0.42796878,-0.89165911,0.177737274,,,1.189226958,1.35593756,,,1.294117647,34.9715482,6.53172637,3.26414,3.947438197,0.8392371,1.17549233,2.951461161,1.293447927,1.27644823,1.21199211,,,,,1.83758194,1.4784314,0.881866587,4.352597322,,,,,,,,,,,1.57716494,,,1.15714,,1.52192895,24.5965984,,,,,,,,,,2.564949357,16.796718,,1
